Column1.facilityId,Column1.facilityName,Column1.zipCode,Column1.prefName,Column1.facilityAddr,Column1.facilityTel,Column1.latitude,Column1.longitude,Column1.submitDate,Column1.facilityType,Column1.ansType,Column1.localGovCode,Column1.cityName,Column1.facilityCode
11301402,公益社団法人　地域医療振興協会　練馬光が丘病院,〒179-0072,東京都,練馬区光が丘二丁目１１番１号,0339793611,35.7619989,139.6296171,2021-12-29,入院,制限,131202,練馬区,1312070951
11301403,医療法人社団　さくら景星会　桜台病院,〒176-0014,東京都,練馬区豊玉南一丁目２０番１５号,0339937631,35.7286075,139.6591674,2021-12-29,入院,制限,131202,練馬区,1312011799
11301404,医療法人社団　秀佑会　東海病院,〒176-0023,東京都,練馬区中村北二丁目１０番１１号,0339991131,35.735609,139.643058,2021-12-29,入院,制限,131202,練馬区,1312070878
11301405,医療法人社団　純正会　東大泉病院,〒178-0063,東京都,練馬区東大泉七丁目３６番１０号,0339245820,35.7466704,139.5795782,2021-12-29,入院,通常,131202,練馬区,1312070266
11301406,医療法人社団　慈誠会　練馬駅リハビリテーション病院,〒176-0001,東京都,練馬区練馬一丁目１７番１号,0335572611,35.7382309,139.653358,2021-12-29,入院,未回答,131202,練馬区,1312070969
11301408,医療法人社団　じうんどう　慈雲堂病院,〒177-0053,東京都,練馬区関町南四丁目１４番５３号,0339286511,35.7203144,139.5723238,2021-12-29,入院,通常,131202,練馬区,1312015154
11301409,医療法人社団　育陽会　練馬さくら病院,〒179-0081,東京都,練馬区北町三丁目７番１９号,0339311101,35.7685278,139.6555154,2021-12-29,入院,未回答,131202,練馬区,1312070886
11301410,医療法人社団　はなぶさ会　島村記念病院,〒177-0051,東京都,練馬区関町北二丁目４番１号,0339280071,35.723239,139.5739329,2021-12-29,入院,通常,131202,練馬区,1312070944
11301411,医療法人社団　健育会　ねりま健育会病院,〒178-0061,東京都,練馬区大泉学園町七丁目３番２８号　１、２階,0359356102,35.7698619,139.5882846,2021-12-29,入院,通常,131202,練馬区,1312070985
31300260,医療法人財団　厚生協会　大泉病院,〒178-0061,東京都,練馬区大泉学園町六丁目９番１号,0339242111,35.7687036,139.5814849,2021-12-29,入院,制限,131202,練馬区,1312011724
31300261,医療法人社団　翠会　陽和病院,〒178-0062,東京都,練馬区大泉町二丁目１７番１号,0339230221,35.7604808,139.602723,2021-12-29,入院,通常,131202,練馬区,1312070977
11301444,社会医療法人社団　昭愛会　水野記念リハビリテーション病院,〒123-0841,東京都,足立区西新井五丁目５番５号,0338988100,35.783222,139.774808,2021-12-29,入院,未回答,131211,足立区,1312171445
11301445,愛里病院,〒120-0025,東京都,足立区千住東一丁目２０番１２号,0338887721,35.7455064,139.8045112,2021-12-29,入院,制限,131211,足立区,1312112241
11301446,医療法人社団　美誠会　足立北病院,〒121-0064,東京都,足立区保木間五丁目３８番１５号,0358511601,35.8075215,139.8020114,2021-12-29,入院,通常,131211,足立区,1312171429
11301447,医療法人財団　健和会　柳原病院,〒120-0023,東京都,足立区千住曙町３５番１号,0338821928,35.7421253,139.8162604,2021-12-29,入院,通常,131211,足立区,1312171049
11301448,医療法人社団　苑田会　苑田会人工関節センター病院,〒121-0064,東京都,足立区保木間一丁目２１番１０号,0358311811,35.7925637,139.8040761,2021-12-29,入院,設置なし,131211,足立区,1312171304
11301449,医療法人社団　大和会　平成扇病院,〒123-0873,東京都,足立区扇三丁目２６番５号,0338555500,35.7750557,139.773994,2021-12-29,入院,通常,131211,足立区,1312171478
11301450,医療法人社団　苑田会　苑田会リハビリテーション病院,〒120-0006,東京都,足立区谷中五丁目９番１１号,0336051108,35.7826827,139.8337743,2021-12-29,入院,通常,131211,足立区,1312171247
11301451,社会医療法人社団　医善会　いずみ記念病院,〒123-0853,東京都,足立区本木一丁目３番７号,0358882111,35.7609901,139.7863462,2021-12-29,入院,通常,131211,足立区,1312171239
11301452,医療法人社団　日岩会　下井病院,〒120-0005,東京都,足立区綾瀬三丁目２８番８号,0336208811,35.7652767,139.8289824,2021-12-29,入院,未回答,131211,足立区,1312171015
11301453,医療法人社団　苑田会　苑田第一病院,〒121-0813,東京都,足立区竹の塚四丁目１番１２号,0338505721,35.7935138,139.8020629,2021-12-29,入院,通常,131211,足立区,1312171114
11301454,医療法人社団　苑田会　苑田第二病院,〒121-0813,東京都,足立区竹の塚四丁目２番１７号,0338505723,35.7939221,139.8021204,2021-12-29,入院,通常,131211,足立区,1312171387
11301455,医療法人社団　大坪会　東和病院,〒120-0003,東京都,足立区東和四丁目７番１０号,0336298111,35.7726359,139.8437867,2021-12-29,入院,通常,131211,足立区,1312170207
11301456,特定医療法人社団　潤恵会　敬仁病院,〒123-0865,東京都,足立区新田二丁目１８番６号,0339133106,35.773229,139.7427321,2021-12-29,入院,未回答,131211,足立区,1312171205
11301457,医療法人社団　けいせい会　東京北部病院,〒123-0872,東京都,足立区江北六丁目２４番６号,0338543181,35.7824508,139.765416,2021-12-29,入院,通常,131211,足立区,1312171106
11301458,医療法人社団　すずき病院,〒120-0033,東京都,足立区千住寿町８番２号,0338817711,35.7529524,139.7999653,2021-12-29,入院,通常,131211,足立区,1312170991
11301459,医療法人社団　成和会　西新井病院,〒123-0845,東京都,足立区西新井本町一丁目１２番１２号,0356471700,35.7762549,139.7809447,2021-12-29,入院,通常,131211,足立区,1312171437
11301460,足立十全病院,〒121-0812,東京都,足立区西保木間三丁目２０番２号,0338834857,35.8048321,139.7987477,2021-12-29,入院,通常,131211,足立区,1312171502
11301461,医療法人社団　福寿会　福寿会足立東部病院,〒121-0816,東京都,足立区梅島二丁目３５番１６号,0338801221,35.7782635,139.800234,2021-12-29,入院,通常,131211,足立区,1312171569
11301462,医療法人社団　俊和会　寺田病院,〒123-0873,東京都,足立区扇一丁目２０番１２号,0338985231,35.7629975,139.7711422,2021-12-29,入院,通常,131211,足立区,1312171361
11301463,綾瀬循環器病院,〒120-0006,東京都,足立区谷中二丁目１６番７号,0336052811,35.7747958,139.8332071,2021-12-29,入院,通常,131211,足立区,1312171411
11301464,社会医療法人社団　昭愛会　水野記念病院,〒123-0841,東京都,足立区西新井六丁目３２番１０号,0338988080,35.7821054,139.7748732,2021-12-29,入院,通常,131211,足立区,1312170355
11301465,医療法人社団　心和会　足立共済病院,〒120-0022,東京都,足立区柳原一丁目３６番８号,0338816116,35.7441962,139.8153858,2021-12-29,入院,通常,131211,足立区,1312171023
11301466,博慈会記念総合病院,〒123-0864,東京都,足立区鹿浜五丁目１１番１号,0338991311,35.7850821,139.749775,2021-12-29,入院,通常,131211,足立区,1312117661
11301467,医療法人社団　寿英会　内田病院,〒120-0034,東京都,足立区千住二丁目３９番地,0338887321,35.7486933,139.8023379,2021-12-29,入院,未回答,131211,足立区,1312170983
11301468,医療法人社団　苑田会　苑田第三病院,〒121-0807,東京都,足立区伊興本町二丁目５番１０号,0358375111,35.8003755,139.7850223,2021-12-29,入院,通常,131211,足立区,1312171221
11301469,長寿リハビリセンター病院,〒123-0864,東京都,足立区鹿浜五丁目１３番７号,0338997011,35.7855402,139.7507475,2021-12-29,入院,未回答,131211,足立区,1312170942
11301470,医療法人社団　弘仁勝和会　勝和会病院,〒121-0813,東京都,足立区竹の塚三丁目１２番１１号,0338833377,35.790784,139.7987664,2021-12-29,入院,未回答,131211,足立区,1312171171
11301471,医療法人社団　苑風会　苑風会病院,〒120-0011,東京都,足立区中央本町一丁目１９番５号,0338487800,35.7762154,139.8035519,2021-12-29,入院,通常,131211,足立区,1312171460
11301472,友愛病院,〒121-0061,東京都,足立区花畑四丁目３３番８号,0338841235,35.8049707,139.8052744,2021-12-29,入院,通常,131211,足立区,1312171452
11301473,医療法人社団　哲仁会　井口病院,〒120-0034,東京都,足立区千住二丁目１９番地,0338812221,35.749517,139.8029173,2021-12-29,入院,通常,131211,足立区,1312170272
11301474,医療法人財団　健和会　柳原リハビリテーション病院,〒120-0022,東京都,足立区柳原一丁目２７番５号,0358132121,35.7459359,139.8120932,2021-12-29,入院,通常,131211,足立区,1312171213
11301475,医療法人社団　福寿会　福寿会舎人病院,〒123-0863,東京都,足立区谷在家一丁目８番１４号,0338544111,35.7848782,139.7715629,2021-12-29,入院,制限,131211,足立区,1312171551
11301476,医療法人社団　苑田会　竹の塚脳神経リハビリテーション病院,〒121-0064,東京都,足立区保木間四丁目１５番１６号,0358511108,35.7992166,139.8046239,2021-12-29,入院,制限,131211,足立区,1312171270
11301477,社会医療法人社団　慈生会　等潤病院,〒121-0075,東京都,足立区一ツ家四丁目３番４号,0338508711,35.7791567,139.816951,2021-12-29,入院,通常,131211,足立区,1312170116
11301478,医療法人財団　桜会　桜会病院,〒120-0045,東京都,足立区千住桜木二丁目１３番１号,0338819211,35.755204,139.787946,2021-12-29,入院,制限,131211,足立区,1312171395
11301479,医療法人社団　鹿浜会　足立鹿浜病院,〒123-0864,東京都,足立区鹿浜三丁目６番１号,0338575871,35.7799709,139.7543458,2021-12-29,入院,未回答,131211,足立区,1312171197
11301480,扇大橋病院,〒123-0873,東京都,足立区扇一丁目５５番２８号,0338901171,35.76555,139.7716805,2021-12-29,入院,通常,131211,足立区,1312171353
11301481,医療法人社団　洪泳会　第二洪誠病院,〒123-0842,東京都,足立区栗原四丁目１１番１号,0338970269,35.7850929,139.7868894,2021-12-29,入院,通常,131211,足立区,1312171296
11301482,医療法人財団　梅田病院,〒123-0851,東京都,足立区梅田七丁目１番２号,0338404511,35.7669068,139.8010643,2021-12-29,入院,通常,131211,足立区,1312112183
11301483,医療法人社団　健整会　米倉脊椎・関節病院,〒123-0873,東京都,足立区扇三丁目１３番１４号,0338554154,35.7691975,139.7709014,2021-12-29,入院,通常,131211,足立区,1312171528
11301484,社会福祉法人　勝楽堂病院,〒120-0032,東京都,足立区千住柳町５番１号,0338810137,35.753212,139.7970906,2021-12-29,入院,制限,131211,足立区,1312112308
11301485,医療法人財団　桜会　あだち共生病院,〒123-0855,東京都,足立区本木南町２７番６号,0338802777,35.7636324,139.783997,2021-12-29,入院,制限,131211,足立区,1312171155
11301486,医療法人社団　福寿会　慈英会病院,〒123-0843,東京都,足立区西新井栄町二丁目８番６号,0338891111,35.7774091,139.7881656,2021-12-29,入院,未回答,131211,足立区,1312171544
11301487,あやせ循環器リハビリ病院,〒120-0006,東京都,足立区谷中三丁目１２番１０号,0336052831,35.7794942,139.8346972,2021-12-29,入院,通常,131211,足立区,1312171486
11301488,医療法人社団　東京朝日会　あさひ病院,〒121-0076,東京都,足立区平野一丁目２番３号,0352425800,35.7799813,139.8033832,2021-12-29,入院,通常,131211,足立区,1312171130
11301489,医療法人社団　星風会　井上病院,〒121-0813,東京都,足立区竹の塚五丁目１２番１１号,0338845221,35.7945117,139.797009,2021-12-29,入院,通常,131211,足立区,1312170215
11301490,西新井ハートセンター病院,〒123-0845,東京都,足立区西新井本町一丁目１２番８号,0358380730,35.7760091,139.7808153,2021-12-29,入院,通常,131211,足立区,1312171320
11301491,医療法人社団　忠医会　大高病院,〒121-0815,東京都,足立区島根三丁目１７番８号,0358567319,35.7796973,139.7961461,2021-12-29,入院,通常,131211,足立区,1312171510
11301492,医療法人社団　苑田会　花はたリハビリテーション病院,〒121-0061,東京都,足立区花畑五丁目１２番２９号,0352421108,35.8068131,139.8099639,2021-12-29,入院,通常,131211,足立区,1312171494
11301493,医療法人社団　洪泳会　東京洪誠病院,〒123-0843,東京都,足立区西新井栄町一丁目１７番２５号,0358889880,35.7749868,139.7893119,2021-12-29,入院,通常,131211,足立区,1312171288
1312171536,医療法人社団　三清会　聖英病院,〒123-0856,東京都,足立区本木西町１８番１６号,0358094556,35.762922,139.7785041,2021-12-29,入院,未回答,131211,足立区,1312171536
31300262,医療法人財団　厚生協会　東京足立病院,〒121-0064,東京都,足立区保木間五丁目２３番２０号,0338836331,35.8044609,139.8042595,2021-12-29,入院,未回答,131211,足立区,1312112233
31300263,医療法人社団　八葉会　大石記念病院,〒123-0845,東京都,足立区西新井本町二丁目２３番１号,0338987471,35.7751412,139.7725756,2021-12-29,入院,通常,131211,足立区,1312112258
31300264,医療法人社団　大和会　大内病院,〒123-0841,東京都,足立区西新井五丁目４１番１号,0338901306,35.7854155,139.7782074,2021-12-29,入院,未回答,131211,足立区,1312116846
31300265,医療法人社団　綾瀬病院,〒120-0005,東京都,足立区綾瀬六丁目３番１号,0336053319,35.7692484,139.823478,2021-12-29,入院,通常,131211,足立区,1312119378
31300266,医療法人社団　成仁病院,〒121-0815,東京都,足立区島根三丁目２番１号,0503734504,35.7786583,139.7961946,2021-12-29,入院,通常,131211,足立区,1312171254
31300267,足立慶友リハビリテーション病院,〒120-0015,東京都,足立区足立一丁目１２番１２号　足立メディカルモール４階～９階,0358459700,35.7643051,139.8042907,2021-12-29,入院,通常,131211,足立区,1312171403
11301510,医療法人社団　明芳会　イムスリハビリテーションセンター東京葛飾病院,〒124-0006,東京都,葛飾区堀切三丁目２６番５号,0336978331,35.7449955,139.8321685,2021-12-29,入院,通常,131229,葛飾区,1312270023
11301511,小澤病院,〒124-0022,東京都,葛飾区奥戸二丁目３１番３号,0336927610,35.734258,139.8596348,2021-12-29,入院,通常,131229,葛飾区,1312271005
11301512,医療法人財団　葛飾厚生会　東立病院,〒124-0012,東京都,葛飾区立石六丁目３８番１３号,0336931515,35.7435713,139.8542131,2021-12-29,入院,通常,131229,葛飾区,1312212405
11301513,医療法人社団　高山整形外科病院,〒125-0042,東京都,葛飾区金町三丁目４番５号,0336073260,35.7664345,139.8716461,2021-12-29,入院,通常,131229,葛飾区,1312218972
11301514,医療法人財団　慈光会　堀切中央病院,〒124-0006,東京都,葛飾区堀切七丁目４番４号,0336023135,35.7541655,139.8281715,2021-12-29,入院,通常,131229,葛飾区,1312212520
11301515,葛飾リハビリテーション病院,〒125-0061,東京都,葛飾区亀有二丁目１８番２７号,0362312020,35.7590174,139.8493775,2021-12-29,入院,通常,131229,葛飾区,1312271104
11301516,医療法人社団　明芳会　イムス葛飾ハートセンター,〒124-0006,東京都,葛飾区堀切三丁目３０番１号,0336948100,35.7448482,139.833304,2021-12-29,入院,通常,131229,葛飾区,1312271088
11301517,医療法人財団　謙仁会　亀有病院,〒125-0061,東京都,葛飾区亀有三丁目３６番３号,0336010186,35.7633409,139.8496138,2021-12-29,入院,通常,131229,葛飾区,1312212488
11301518,社会福祉法人　仁生社　江戸川病院高砂分院,〒125-0031,東京都,葛飾区西水元四丁目５番１号,0336074060,35.7936617,139.8455416,2021-12-29,入院,通常,131229,葛飾区,1312217255
11301519,社会医療法人社団　光仁会　第一病院,〒125-0041,東京都,葛飾区東金町四丁目２番１０号,0336070007,35.7723674,139.8764049,2021-12-29,入院,通常,131229,葛飾区,1312270072
11301520,医療法人社団　直和会　平成立石病院,〒124-0012,東京都,葛飾区立石五丁目１番９号,0336922121,35.7422051,139.8421365,2021-12-29,入院,通常,131229,葛飾区,1312271062
11301521,医療法人社団　湘南会　亀有中央病院,〒125-0061,東京都,葛飾区亀有二丁目５番１号,0336502020,35.7572653,139.8501535,2021-12-29,入院,通常,131229,葛飾区,1312271070
11301522,東京かつしか赤十字母子医療センター,〒125-0051,東京都,葛飾区新宿三丁目７番１号,0336935211,35.742572,139.8466239,2021-12-29,入院,通常,131229,葛飾区,1312271120
11301523,医療法人社団　玲瓏会　金町中央病院,〒125-0042,東京都,葛飾区金町一丁目９番１号,0336072001,35.7632101,139.8657965,2021-12-29,入院,未回答,131229,葛飾区,1312271021
11301524,かつしか江戸川病院,〒125-0054,東京都,葛飾区高砂三丁目２７番１３号,0336721046,35.7481378,139.8699372,2021-12-29,入院,通常,131229,葛飾区,1312271096
11301525,公益財団法人　東京都保健医療公社　東部地域病院,〒125-0061,東京都,葛飾区亀有五丁目１４番１号,0356825111,35.766202,139.8441415,2021-12-29,入院,制限,131229,葛飾区,1312270999
11301526,医療法人社団　五十鈴会　坂本病院,〒124-0025,東京都,葛飾区西新小岩四丁目３９番２０号,0336912500,35.7203161,139.855431,2021-12-29,入院,通常,131229,葛飾区,1312270098
11301527,東京慈恵会医科大学葛飾医療センター,〒125-0062,東京都,葛飾区青戸六丁目４１番２号,0336032111,35.7521472,139.8583838,2021-12-29,入院,通常,131229,葛飾区,1312212389
11301528,医療法人社団　明芳会　イムス東京葛飾総合病院,〒124-0025,東京都,葛飾区西新小岩四丁目１８番１号,0356709901,35.7185845,139.85274,2021-12-29,入院,通常,131229,葛飾区,1312271112
11301529,医療法人社団　嬉泉会　嬉泉病院,〒125-0041,東京都,葛飾区東金町一丁目３５番８号,0336009001,35.7730074,139.8711562,2021-12-29,入院,通常,131229,葛飾区,1312270577
31300268,医療法人社団　一秀会　葛飾橋病院,〒125-0041,東京都,葛飾区東金町七丁目３３番１号,0336070891,35.7786797,139.8857472,2021-12-29,入院,通常,131229,葛飾区,1312270015
11301591,社会医療法人社団　森山医会　森山記念病院,〒134-0081,東京都,江戸川区北葛西四丁目３番１号,0356791211,35.6721986,139.8616652,2021-12-29,入院,通常,131237,江戸川区,1312371094
11301592,日本私立学校振興・共済事業団　東京臨海病院,〒134-0086,東京都,江戸川区臨海町一丁目４番２号,0356058811,35.6524226,139.8533245,2021-12-29,入院,通常,131237,江戸川区,1312370989
11301593,社会福祉法人　仁生社　江戸川病院,〒133-0052,東京都,江戸川区東小岩二丁目２４番１８号,0336731221,35.7284702,139.8930732,2021-12-29,入院,通常,131237,江戸川区,1312312551
11301594,医療法人社団　城東桐和会　東京さくら病院,〒133-0063,東京都,江戸川区東篠崎一丁目１１番１号,0356641701,35.7014381,139.916029,2021-12-29,入院,未回答,131237,江戸川区,1312371060
11301595,医療法人社団　福仁会　小松川病院,〒132-0021,東京都,江戸川区中央一丁目１番１５号,0336555511,35.7038377,139.8684081,2021-12-29,入院,制限,131237,江戸川区,1312319440
11301596,医療法人社団　向日葵会　まつしま病院,〒132-0031,東京都,江戸川区松島一丁目４１番２９号,0336535541,35.7067475,139.8670841,2021-12-29,入院,通常,131237,江戸川区,1312370898
11301597,東京東病院,〒133-0073,東京都,江戸川区鹿骨三丁目２０番地３,0356363030,35.7165352,139.8918251,2021-12-29,入院,通常,131237,江戸川区,1312371029
11301598,江戸川メディケア病院,〒133-0071,東京都,江戸川区東松本二丁目１４番１２号,0336571181,35.7202648,139.8815622,2021-12-29,入院,通常,131237,江戸川区,1312371110
11301599,医療法人社団　昌医会　葛西昌医会病院,〒134-0084,東京都,江戸川区東葛西六丁目３０番３号,0356961611,35.6605138,139.8774642,2021-12-29,入院,通常,131237,江戸川区,1312370930
11301600,医療法人社団　総風会　江戸川共済病院,〒133-0065,東京都,江戸川区南篠崎町一丁目２番１６号,0336795211,35.6934531,139.9057835,2021-12-29,入院,通常,131237,江戸川区,1312370955
11301601,医療法人社団　東京ハートサミット　東京心臓不整脈病院,〒132-0035,東京都,江戸川区平井三丁目２５番１７号,0336382301,35.7056236,139.843384,2021-12-29,入院,通常,131237,江戸川区,1312371011
11301602,医療法人社団　葛西中央病院,〒134-0091,東京都,江戸川区船堀七丁目１０番３号,0336808121,35.6767103,139.8687442,2021-12-29,入院,通常,131237,江戸川区,1312371037
11301603,医療法人社団　双仁会　一盛病院,〒132-0034,東京都,江戸川区小松川三丁目１０番１号,0336370050,35.6977789,139.850613,2021-12-29,入院,通常,131237,江戸川区,1312370864
11301604,二本松眼科病院,〒132-0035,東京都,江戸川区平井四丁目１０番７号,0336811257,35.7060137,139.8445407,2021-12-29,入院,通常,131237,江戸川区,1312370856
11301605,医療法人財団　岩井医療財団　岩井整形外科内科病院,〒133-0056,東京都,江戸川区南小岩八丁目１７番２号,0356946211,35.7337452,139.8849466,2021-12-29,入院,制限,131237,江戸川区,1312370120
11301606,医療法人社団　晃山会　松江病院,〒132-0025,東京都,江戸川区松江二丁目６番１５号,0336523121,35.6972469,139.8710844,2021-12-29,入院,通常,131237,江戸川区,1312371045
11301607,医療法人社団　済安堂　西葛西・井上眼科病院,〒134-0088,東京都,江戸川区西葛西三丁目１２番１４号,0356052100,35.6667096,139.8574878,2021-12-29,入院,通常,131237,江戸川区,1312371086
11301608,社会医療法人社団　森山医会　森山脳神経センター病院,〒134-0088,東京都,江戸川区西葛西七丁目１２番７号,0336751211,35.6618775,139.8605966,2021-12-29,入院,通常,131237,江戸川区,1312371102
11301609,医療法人社団　理弘会　岩倉病院,〒133-0056,東京都,江戸川区南小岩七丁目２８番４号,0336593215,35.7323882,139.8832893,2021-12-29,入院,通常,131237,江戸川区,1312371078
11301610,医療法人社団　同愛会病院,〒132-0031,東京都,江戸川区松島一丁目４２番２１号,0336543311,35.7055779,139.8676129,2021-12-29,入院,制限,131237,江戸川区,1312312577
11301611,医療法人社団　津端会　京葉病院,〒132-0025,東京都,江戸川区松江二丁目４３番１２号,0336548211,35.7026813,139.87572,2021-12-29,入院,通常,131237,江戸川区,1312370872
11301663,みなみ野循環器病院,〒192-0918,東京都,八王子市兵衛一丁目２５番１号,0426378101,35.631323,139.3328523,2021-12-29,入院,通常,132012,八王子市,1312971224
11301664,医療法人　永寿会　陵北病院,〒192-0153,東京都,八王子市西寺方町３１５番地,0426513231,35.6726663,139.2656481,2021-12-29,入院,通常,132012,八王子市,1312970143
11301665,医療法人社団　ＫＮＩ　北原国際病院,〒192-0045,東京都,八王子市大和田町一丁目７番２３号,0426451110,35.6623677,139.360932,2021-12-29,入院,通常,132012,八王子市,1312971042
11301666,一般財団法人　仁和会総合病院,〒192-0046,東京都,八王子市明神町四丁目８番１号,0426443711,35.6582523,139.3415205,2021-12-29,入院,通常,132012,八王子市,1312915643
11301667,医療法人社団　親和会　野猿峠脳神経外科病院,〒192-0372,東京都,八王子市下柚木１９７４番地１,0426741515,35.6321867,139.3659507,2021-12-29,入院,通常,132012,八王子市,1312971067
11301668,医療法人　永寿会　恩方病院,〒192-0153,東京都,八王子市西寺方町１０５番地,0426513411,35.6716666,139.2654975,2021-12-29,入院,通常,132012,八王子市,1312970150
11301669,右田病院,〒192-0043,東京都,八王子市暁町一丁目４８番１８号,0426225155,35.6688423,139.3406572,2021-12-29,入院,通常,132012,八王子市,1312971208
11301670,医療法人社団　光生会　平川病院,〒192-0152,東京都,八王子市美山町１０７６番地,0426513131,35.6837663,139.2508822,2021-12-29,入院,未回答,132012,八王子市,1312918837
11301671,ＡＯＩ八王子病院,〒192-0046,東京都,八王子市明神町四丁目２１番４号,0426226501,35.66015177,139.3458304,2021-12-29,入院,通常,132012,八王子市,1312971265
11301672,医療法人社団　純正会　八王子北部病院,〒193-0801,東京都,八王子市川口町１５４０番地１９,0426598811,35.6852324,139.2905397,2021-12-29,入院,制限,132012,八王子市,1312971133
11301673,医療法人社団　永生会　永生病院,〒193-0942,東京都,八王子市椚田町５８３番地１５,0426614108,35.6395626,139.3049999,2021-12-29,入院,通常,132012,八王子市,1312970127
11301674,東海大学医学部付属八王子病院,〒192-0032,東京都,八王子市石川町１８３８番地,0426391111,35.6735315,139.3572093,2021-12-29,入院,通常,132012,八王子市,1312971083
11301675,八王子保健生活協同組合　城山病院,〒193-0826,東京都,八王子市元八王子町三丁目２８７２番地１,0426652611,35.6535826,139.2664452,2021-12-29,入院,通常,132012,八王子市,1312970135
11301676,医療法人社団　孝山会　滝山病院,〒193-0802,東京都,八王子市犬目町６４１番地,0426546131,35.6925672,139.3076348,2021-12-29,入院,未回答,132012,八王子市,1312971232
11301677,医療法人社団　永生会　南多摩病院,〒193-0832,東京都,八王子市散田町三丁目１０番１号,0426630111,35.6553388,139.3128655,2021-12-29,入院,通常,132012,八王子市,1312971158
11301678,医療法人社団　八九十会　高月整形外科病院,〒192-0002,東京都,八王子市高月町３６０番地,0426921115,35.7113257,139.3212146,2021-12-29,入院,通常,132012,八王子市,1312971141
11301679,医療法人社団　玉栄会　東京天使病院,〒193-0811,東京都,八王子市上壱分方町５０番地１,0426515331,35.6843963,139.2805602,2021-12-29,入院,通常,132012,八王子市,1312913705
11301680,医療法人財団　仁光会　眞宮病院,〒192-0075,東京都,八王子市南新町２３番地,0426250648,35.6585277,139.3301053,2021-12-29,入院,未回答,132012,八王子市,1312913762
11301681,医療法人社団　明和会　西八王子病院,〒192-0151,東京都,八王子市上川町２１５０番地,0426544551,35.7041116,139.2673185,2021-12-29,入院,通常,132012,八王子市,1312917375
11301682,医療法人社団　青雲会　北野台病院,〒192-0911,東京都,八王子市打越町１０６８番地,0426371001,35.6385707,139.3564128,2021-12-29,入院,通常,132012,八王子市,1312970093
11301683,医療法人財団　敬寿会　相武病院,〒192-0001,東京都,八王子市戸吹町３２３番地１,0426917788,35.7096613,139.2946137,2021-12-29,入院,通常,132012,八王子市,1312971018
11301684,医療法人社団　清智会　清智会記念病院,〒192-0904,東京都,八王子市子安町三丁目２４番１５号,0426245111,35.6503676,139.3377009,2021-12-29,入院,通常,132012,八王子市,1312970986
11301685,医療法人社団　米山産婦人科病院,〒192-0065,東京都,八王子市新町２番１２号,0426425225,35.6611745,139.3412641,2021-12-29,入院,通常,132012,八王子市,1312919181
11301686,医療法人社団　東光会　八王子山王病院,〒192-0042,東京都,八王子市中野山王二丁目１５番１６号,0426261144,35.6738508,139.3281993,2021-12-29,入院,通常,132012,八王子市,1312971257
11301687,医療法人社団　小松会　聖パウロ病院,〒193-0934,東京都,八王子市小比企町１７１０番地,0426355111,35.6393816,139.3163623,2021-12-29,入院,通常,132012,八王子市,1312919728
11301688,医療法人社団　ＫＮＩ　北原リハビリテーション病院,〒192-0012,東京都,八王子市左入町４６１番地,0462923332,35.6875573,139.3461415,2021-12-29,入院,通常,132012,八王子市,1312971125
11301690,医療法人財団　中山会　八王子消化器病院,〒192-0903,東京都,八王子市万町１７７番地３,0426265111,35.6507268,139.3329142,2021-12-29,入院,通常,132012,八王子市,1312971091
11301691,社会医療法人社団　愛有会　三愛病院,〒192-0005,東京都,八王子市宮下町３７７番地,0426914111,35.7066998,139.307722,2021-12-29,入院,通常,132012,八王子市,1312971117
11301692,東京医科大学八王子医療センター,〒193-0944,東京都,八王子市館町１１６３番地,0426655611,35.631318,139.2880547,2021-12-29,入院,制限,132012,八王子市,1312970051
11301693,医療法人社団　永生会　みなみ野病院,〒192-0916,東京都,八王子市みなみ野五丁目３０番３号,0426328118,35.6310205,139.3187119,2021-12-29,入院,通常,132012,八王子市,1312971240
31300269,医療法人社団　東京愛成会　高月病院,〒192-0005,東京都,八王子市宮下町１７８番地４,0426911131,35.7080748,139.3173035,2021-12-29,入院,通常,132012,八王子市,1312911832
31300270,医療法人財団　青溪会　駒木野病院,〒193-0841,東京都,八王子市裏高尾町２７３番地,0426632222,35.6406372,139.2694407,2021-12-29,入院,通常,132012,八王子市,1312913697
31300271,一般財団法人　高尾保養院　東京高尾病院,〒193-0844,東京都,八王子市高尾町２１８７番地,0426616652,35.6307215,139.2613179,2021-12-29,入院,未回答,132012,八王子市,1312913721
31300272,医療法人財団　緑雲会　多摩病院,〒192-0015,東京都,八王子市中野町２０８２番地,0426235308,35.6801431,139.3245861,2021-12-29,入院,通常,132012,八王子市,1312913739
31300273,医療法人社団　鵬友会　協和病院,〒193-0801,東京都,八王子市川口町２７５８番地,0426544231,35.6977734,139.2800863,2021-12-29,入院,通常,132012,八王子市,1312917912
31300274,医療法人社団　清伸会　高尾厚生病院,〒193-0846,東京都,八王子市南浅川町３８１５番地,0426610316,35.6169271,139.2474316,2021-12-29,入院,未回答,132012,八王子市,1312971034
31300275,八王子恵愛病院,〒193-0944,東京都,八王子市館町２２３２番地８,0426617821,35.631769,139.3059315,2021-12-29,入院,制限,132012,八王子市,1312971182
11301754,医療法人財団　立川中央病院,〒190-0023,東京都,立川市柴崎町二丁目１７番１４号,0425227171,35.6957442,139.4071216,2021-12-29,入院,通常,132021,立川市,1313013893
